1020 ,Ready to move,7 - 8 years old,"9,313 ",95 L,"Kamothe, Mumbai",2 BHK Apartment in Aaron Shree Chamunda Harmony
660 ,Under Construction,Possession by Dec 2024,"8,787 ",58 L,"Panvel, Mumbai",1 BHK Apartment in Prajapati Opal
710 ,Under Construction,1 Bathrooms,"6,800 ",48.28 L,"Kamothe, Mumbai",1 BHK Apartment
850 ,Ready to move,3 - 4 years old,"8,235 ",70 L,"Kamothe, Mumbai",1 BHK Apartment
 , ,, ,  ,,
3075 ,Ready to move,3 Bathrooms,"9,248 ",2.84 Cr,"Kharghar, Mumbai",4 BHK Apartment in Paradise Sai World Empire
1150 ,Ready to move,7 years old,"9,130 ",1.05 Cr,"Kharghar, Mumbai",2 BHK Apartment in Meena Meena Residency
650 ,Ready to move,3 - 4 years old,"6,923 ",45 L,"Kamothe, Mumbai",1 BHK Apartment
1115 ,Under Construction,2 Bathrooms,"6,800 ",75.82 L,"Kamothe, Mumbai",2 BHK Apartment
1200 ,Under Construction,Possession by Dec 2024,"11,666 ",1.4 Cr,"Panvel, Mumbai",3 BHK Apartment in Prajapati Ornate
1020 ,Ready to move,7 - 8 years old,"9,313 ",95 L,"Kamothe, Mumbai",2 BHK Apartment in Aaron Shree Chamunda Harmony
650 ,Ready to move,1 Bathrooms,"17,692 ",1.15 Cr,"Santacruz East, Mumbai",1 BHK Apartment
1020 ,Ready to move,7 - 8 years old,"9,313 ",95 L,"Kamothe, Mumbai",2 BHK Apartment in Aaron Shree Chamunda Harmony
720 ,Under Construction,1 Bathrooms,"6,800 ",48.96 L,"Kamothe, Mumbai",1 BHK Apartment
1060 ,Ready to move,3 - 4 years old,"7,735 ",82 L,"Kamothe, Mumbai",2 BHK Apartment
700 ,Under Construction,1 Bathrooms,"6,800 ",47.6 L,"Kamothe, Mumbai",1 BHK Apartment
850 ,Ready to move,1 year old,"29,411 ",2.5 Cr,"Santacruz East, Mumbai",2 BHK Apartment in Terrain Heights
850 ,Ready to move,Resale ,"26,470 ",2.25 Cr,"Santacruz East, Mumbai",2 BHK Apartment
750 ,Ready to move,0 - 1 year old,"28,000 ",2.1 Cr,"Santacruz East, Mumbai",2 BHK Apartment in DGS Sheetal Airwing
750 ,Ready to move,0 - 1 year old,"28,000 ",2.1 Cr,"Santacruz East, Mumbai",2 BHK Apartment in DGS Sheetal Airwing
473 ,Under Construction,Possession by Oct 2021,"9,513 ",45 L,"Thane West, Mumbai",1 BHK Apartment in Lodha Majiwada Tower 5
980 ,Under Construction,Possession by Jun 2020,"9,489 ",93 L,"Thane West, Mumbai",2 BHK Apartment in Lodha Casa Viva
950 ,Under Construction,Possession by Jun 2020,"9,157 ",87 L,"Thane West, Mumbai",2 BHK Apartment in Lodha Casa Viva
635 ,Under Construction,Possession by Jun 2020,"9,921 ",63 L,"Thane West, Mumbai",1 BHK Apartment in Lodha Casa Viva
635 ,Under Construction,Possession by Jun 2020,"9,763 ",62 L,"Thane West, Mumbai",1 BHK Apartment in Lodha Casa Viva
 , ,, ,  ,,
743 ,Under Construction,Possession by Dec 2025,"24,899 ",1.84 Cr,"Kandivali East, Mumbai",2 BHK Apartment in Kalpataru Vienta
1015 ,Under Construction,Possession by Dec 2025,"25,123 ",2.54 Cr,"Kandivali East, Mumbai",3 BHK Apartment in Kalpataru Vienta
1619 ,Under Construction,Possession by Dec 2025,"25,015 ",4.04 Cr,"Kandivali East, Mumbai",4 BHK Apartment in Kalpataru Vienta
350 ,Under Construction,Possession by Aug 2020,"32,000 ",1.12 Cr,"Mazagaon, Mumbai",1 BHK Apartment in Alfa Mana A M Residency
495 ,Under Construction,Possession by Aug 2020,"31,919 ",1.57 Cr,"Mazagaon, Mumbai",1 BHK Apartment in Alfa Mana A M Residency
700 ,Under Construction,Possession by Aug 2020,"32,143 ",2.25 Cr,"Mazagaon, Mumbai",3 BHK Apartment in Alfa Mana A M Residency
460 ,Under Construction,Possession by Aug 2020,"33,043 ",1.51 Cr,"Mazagaon, Mumbai",1 BHK Apartment in Alfa Mana A M Residency
425 ,Under Construction,Possession by Aug 2020,"32,941 ",1.39 Cr,"Mazagaon, Mumbai",1 BHK Apartment in Alfa Mana A M Residency
405 ,Under Construction,Possession by Aug 2020,"32,840 ",1.33 Cr,"Mazagaon, Mumbai",1 BHK Apartment in Alfa Mana A M Residency
902 ,Ready to move,0 - 1 year old,"6,762 ",61 L,"kasaradavali thane west, Mumbai",1 BHK Apartment
324 ,Ready to move,0 - 1 year old,"8,950 ",29 L,"kasaradavali thane west, Mumbai",1 RK Studio Apartment
1250 ,Ready to move,9 - 10 years old,"10,400 ",1.3 Cr,"Kharghar, Mumbai",2 BHK Apartment in Mahaavir Mahavir Astha
1395 ,Ready to move,6 - 7 years old,"10,035 ",1.4 Cr,"Kharghar, Mumbai",3 BHK Apartment in Nisarg Hyde Park
1050 ,Ready to move,6 - 7 years old,"10,476 ",1.1 Cr,"Kharghar, Mumbai",2 BHK Apartment in Nisarg Hyde Park
424 ,Under Construction,Possession by Sep 2022,"18,396 ",78 L,"Thane West, Mumbai",1 BHK Apartment in Ashar Group Edge Wing A Phase II
2700 ,Ready to move,5 Bathrooms,"11,111 ",3 Cr,"Kharghar, Mumbai",5 BHK Apartment
476 ,Ready to move,New ,"45,000 ",2.14 Cr,"Dadar East, Mumbai",1 BHK Apartment in Rishiraj Pearl Crest
755 ,Ready to move,2 - 3 years old,"6,500 ",49.07 L,"Panvel, Mumbai",1 BHK Apartment in Indiabulls Greens
666 ,Under Construction,Possession by May 2024,"32,882 ",2.19 Cr,"Powai, Mumbai",2 BHK Apartment in Kanakia Codename Future A
600 ,Under Construction,Possession by Nov 2022,"5,291 ",31.75 L,"Naigaon East, Mumbai",1 BHK Apartment in Sunteck West World 2 Tivri Naigaon East
 , ,, ,  ,,
253 ,Under Construction,Possession by Nov 2022,"5,354 ",13.54 L,"Karjat, Mumbai",1 BHK Apartment in Anmol The Nature
311 ,Under Construction,Possession by Nov 2022,"5,059 ",15.73 L,"Karjat, Mumbai",1 BHK Apartment in Anmol The Nature
1659 ,Ready to move,2 Bathrooms,"6,564 ",1.08 Cr,"Thane West, Mumbai",3 BHK Apartment in Lodha Codename Crown Jewel
512 ,Ready to move,1 Bathrooms,"11,718 ",60 L,"Thane West, Mumbai",1 BHK Apartment in Lodha Codename Crown Jewel
512 ,Ready to move,1 Bathrooms,"12,480 ",63.9 L,"Thane West, Mumbai",1 BHK Apartment in Lodha Amara Tower 32 33
1029 ,Ready to move,2 Bathrooms,"9,183 ",94.5 L,"Thane West, Mumbai",2 BHK Apartment in Lodha Codename Crown Jewel
1029 ,Ready to move,2 Bathrooms,"7,959 ",81.9 L,"Thane West, Mumbai",2 BHK Apartment in Lodha Codename Crown Jewel
1659 ,Ready to move,2 Bathrooms,"6,329 ",1.05 Cr,"Thane West, Mumbai",3 BHK Apartment in Lodha Codename Crown Jewel
755 ,Ready to move,4 - 5 years old,"5,430 ",41 L,"Naigaon East, Mumbai",2 BHK Apartment in Mittal Gokul
540 ,Ready to move,0 - 1 year old,"5,185 ",28 L,"Naigaon East, Mumbai",1 BHK Apartment in JSB Nakshatra Greens 6A 6B 6C And 6E
494 ,Under Construction,Possession by Nov 2025,"9,279 ",45.83 L,"Panvel, Mumbai",2 BHK Apartment in Wadhwa Wise City
628 ,Under Construction,Possession by Nov 2025,"9,704 ",60.94 L,"Panvel, Mumbai",2 BHK Apartment in Wadhwa Wise City
657 ,Under Construction,Possession by Aug 2021,"9,589 ",63 L,"Panvel, Mumbai",1 BHK Apartment in Tricity Luxuria
687 ,Under Construction,Possession by Aug 2021,"9,446 ",64.9 L,"Panvel, Mumbai",1 BHK Apartment in Tricity Luxuria
1307 ,Ready to move,2 - 3 years old,"6,500 ",84.95 L,"Panvel, Mumbai",2 BHK Apartment in Indiabulls Greens
742 ,Ready to move,2 - 3 years old,"6,500 ",48.23 L,"Panvel, Mumbai",1 BHK Apartment in Indiabulls Greens
1771 ,Ready to move,2 - 3 years old,"6,500 ",1.15 Cr,"Panvel, Mumbai",3 BHK Apartment in Indiabulls Greens
1172 ,Ready to move,2 - 3 years old,"6,500 ",76.18 L,"Panvel, Mumbai",2 BHK Apartment in Indiabulls Greens
993 ,Ready to move,2 - 3 years old,"6,500 ",64.54 L,"Panvel, Mumbai",1 BHK Apartment in Indiabulls Greens
2621 ,Ready to move,2 - 3 years old,"6,500 ",1.7 Cr,"Panvel, Mumbai",4 BHK Apartment in Indiabulls Greens
 , ,, ,  ,,
490 ,Ready to move,2 - 3 years old,"6,500 ",31.85 L,"Panvel, Mumbai",1 BHK Apartment in Indiabulls Greens
1750 ,Ready to move,2 - 3 years old,"6,500 ",1.13 Cr,"Panvel, Mumbai",3 BHK Apartment in Indiabulls Greens
530 ,Ready to move,2 - 3 years old,"6,500 ",34.45 L,"Panvel, Mumbai",1 BHK Apartment in Indiabulls Greens
2420 ,Ready to move,2 - 3 years old,"6,500 ",1.57 Cr,"Panvel, Mumbai",4 BHK Apartment in Indiabulls Greens
2351 ,Ready to move,2 - 3 years old,"6,500 ",1.52 Cr,"Panvel, Mumbai",3 BHK Apartment in Indiabulls Greens
1275 ,Ready to move,2 - 3 years old,"6,500 ",82.87 L,"Panvel, Mumbai",2 BHK Apartment in Indiabulls Greens
1220 ,Ready to move,2 - 3 years old,"6,500 ",79.3 L,"Panvel, Mumbai",2 BHK Apartment in Indiabulls Greens
2010 ,Ready to move,2 - 3 years old,"6,500 ",1.3 Cr,"Panvel, Mumbai",3 BHK Apartment in Indiabulls Greens
2495 ,Ready to move,2 - 3 years old,"6,500 ",1.62 Cr,"Panvel, Mumbai",4 BHK Apartment in Indiabulls Greens
1726 ,Ready to move,2 - 3 years old,"6,500 ",1.12 Cr,"Panvel, Mumbai",3 BHK Apartment in Indiabulls Greens
853 ,Under Construction,Possession by Nov 2021,"8,297 ",70.77 L,"Panvel, Mumbai",2 BHK Apartment in Godrej City Woods Panvel Ph 1
1153 ,Under Construction,Possession by Nov 2021,"8,297 ",95.66 L,"Panvel, Mumbai",3 BHK Apartment in Godrej City Woods Panvel Ph 1
457 ,Under Construction,Possession by Nov 2021,"8,297 ",37.91 L,"Panvel, Mumbai",1 BHK Apartment in Godrej City Woods Panvel Ph 1
1275 ,Ready to move,7 years old,"13,019 ",1.66 Cr,"Panvel, Mumbai",3 BHK Apartment in Kalpataru Riverside
858 ,Ready to move,7 years old,"12,587 ",1.08 Cr,"Panvel, Mumbai",2 BHK Apartment in Kalpataru Riverside
1222 ,Ready to move,7 years old,"13,175 ",1.61 Cr,"Panvel, Mumbai",3 BHK Apartment in Kalpataru Riverside
894 ,Ready to move,7 years old,"12,863 ",1.15 Cr,"Panvel, Mumbai",2 BHK Apartment in Kalpataru Riverside
540 ,Ready to move,0 - 1 year old,"5,092 ",27.5 L,"Naigaon East, Mumbai",1 BHK Apartment in JSB Nakshatra Greens 6A 6B 6C And 6E
600 ,Ready to move,4 - 5 years old,"4,500 ",27 L,"Naigaon East, Mumbai",1 BHK Apartment in Unicorn Arena
565 ,Ready to move,2 - 3 years old,"4,955 ",28 L,"Naigaon East, Mumbai",1 BHK Apartment in Ritu Gardenia
 , ,, ,  ,,
640 ,Ready to move,1 - 2 years old,"4,140 ",26.5 L,"Naigaon East, Mumbai",1 BHK Apartment in Kothari Apeksha Imperial H1 16 H1 17 H1 19 To H 22
635 ,Ready to move,1 Bathrooms,"4,173 ",26.5 L,"Naigaon East, Mumbai",1 BHK Apartment in Reputed Jay Vijay Nagri Phase 1
1800 ,Under Construction,Possession by Nov 2020,"9,190 ",1.65 Cr,"Panvel, Mumbai",3 BHK Apartment in Paradise Sai World City
1740 ,Under Construction,Possession by Nov 2020,"9,213 ",1.6 Cr,"Panvel, Mumbai",3 BHK Apartment in Paradise Sai World City
1280 ,Under Construction,Possession by Nov 2020,"9,386 ",1.2 Cr,"Panvel, Mumbai",2 BHK Apartment in Paradise Sai World City
2025 ,Under Construction,Possession by Nov 2020,"9,112 ",1.84 Cr,"Panvel, Mumbai",3 BHK Apartment in Paradise Sai World City
1270 ,Under Construction,Possession by Nov 2020,"9,393 ",1.19 Cr,"Panvel, Mumbai",2 BHK Apartment in Paradise Sai World City
2880 ,Under Construction,Possession by Nov 2020,"9,197 ",2.64 Cr,"Panvel, Mumbai",4 BHK Apartment in Paradise Sai World City
1330 ,Under Construction,Possession by Nov 2020,"9,353 ",1.24 Cr,"Panvel, Mumbai",2 BHK Apartment in Paradise Sai World City
588 ,Under Construction,Possession by Nov 2021,"8,758 ",51.5 L,"Panvel, Mumbai",2 BHK Apartment in Space Anant Sapphire
530 ,Under Construction,Possession by Nov 2021,"8,162 ",43.26 L,"Panvel, Mumbai",2 BHK Apartment in Space Anant Sapphire
458 ,Under Construction,Possession by Nov 2021,"8,208 ",37.59 L,"Panvel, Mumbai",1 BHK Apartment in Space Anant Sapphire
400 ,Under Construction,Possession by Nov 2021,"8,175 ",32.7 L,"Panvel, Mumbai",1 BHK Apartment in Space Anant Sapphire
449 ,Under Construction,Possession by Nov 2021,"8,201 ",36.82 L,"Panvel, Mumbai",1 BHK Apartment in Space Anant Sapphire
421 ,Under Construction,Possession by Nov 2021,"8,195 ",34.5 L,"Panvel, Mumbai",1 BHK Apartment in Space Anant Sapphire
500 ,Ready to move,1 - 2 years old,"4,700 ",23.5 L,"Naigaon East, Mumbai",1 BHK Apartment in Unicorn Arena 
800 ,Ready to move,2 Bathrooms,"13,125 ",1.05 Cr,"Thane West, Mumbai",2 BHK Apartment
639 ,Under Construction,Possession by Nov 2025,"9,537 ",60.94 L,"Panvel, Mumbai",2 BHK Apartment in Wadhwa Wise City
435 ,Under Construction,Possession by Nov 2025,"9,241 ",40.19 L,"Panvel, Mumbai",1 BHK Apartment in Wadhwa Wise City
389 ,Under Construction,Possession by Nov 2025,"10,026 ",39 L,"Panvel, Mumbai",1 BHK Apartment in Wadhwa Wise City
 , ,, ,  ,,
1650 ,Under Construction,Possession by Nov 2023,"8,750 ",1.44 Cr,"Kharghar, Mumbai",3 BHK Apartment in Paradise Sai Aaradhya
378 ,Under Construction,Possession by Nov 2023,"5,937 ",22.44 L,"Taloja, Mumbai",1 BHK Apartment in Shreemangal Naman Residency
470 ,Under Construction,Possession by Nov 2023,"5,930 ",27.87 L,"Taloja, Mumbai",2 BHK Apartment in Shreemangal Naman Residency
335 ,Under Construction,Possession by Nov 2023,"5,941 ",19.9 L,"Taloja, Mumbai",1 BHK Apartment in Shreemangal Naman Residency
494 ,Under Construction,Possession by Nov 2023,"5,930 ",29.29 L,"Taloja, Mumbai",2 BHK Apartment in Shreemangal Naman Residency
402 ,Under Construction,Possession by Nov 2023,"5,928 ",23.83 L,"Taloja, Mumbai",1 BHK Apartment in Shreemangal Naman Residency
369 ,Under Construction,Possession by Nov 2023,"5,936 ",21.9 L,"Taloja, Mumbai",1 BHK Apartment in Shreemangal Naman Residency
208 ,Under Construction,Possession by Nov 2023,"5,941 ",12.35 L,"Taloja, Mumbai",1 BHK Apartment in Shreemangal Naman Residency
391 ,Under Construction,Possession by Nov 2023,"5,937 ",23.21 L,"Taloja, Mumbai",1 BHK Apartment in Shreemangal Naman Residency
245 ,Under Construction,Possession by Nov 2023,"5,924 ",14.51 L,"Taloja, Mumbai",1 BHK Apartment in Shreemangal Naman Residency
653 ,Ready to move,2 - 3 years old,"4,287 ",28 L,"Naigaon East, Mumbai",1 BHK Apartment in Supreme Construction mumbai Supreme Emperor
755 ,Under Construction,2 Bathrooms,"4,768 ",36 L,"Naigaon East, Mumbai",2 BHK Apartment in JSB Nakshatra Greens Phase II
580 ,Under Construction,1 Bathrooms,"4,655 ",27 L,"Naigaon East, Mumbai",1 BHK Apartment in Supreme Construction mumbai Supreme Emperor
654 ,Ready to move,0 - 1 year old,"13,192 ",86.28 L,"Panvel, Mumbai",2 BHK Apartment in Vishesh Balaji Symphony
686 ,Ready to move,0 - 1 year old,"13,362 ",91.67 L,"Panvel, Mumbai",2 BHK Apartment in Vishesh Balaji Symphony
732 ,Ready to move,0 - 1 year old,"13,312 ",97.45 L,"Panvel, Mumbai",2 BHK Apartment in Vishesh Balaji Symphony
762 ,Ready to move,0 - 1 year old,"13,123 ",1 Cr,"Panvel, Mumbai",2 BHK Apartment in Vishesh Balaji Symphony
608 ,Ready to move,0 - 1 year old,"13,486 ",82 L,"Panvel, Mumbai",2 BHK Apartment in Vishesh Balaji Symphony
837 ,Ready to move,0 - 1 year old,"13,142 ",1.1 Cr,"Panvel, Mumbai",2 BHK Apartment in Vishesh Balaji Symphony
682 ,Ready to move,0 - 1 year old,"13,215 ",90.13 L,"Panvel, Mumbai",2 BHK Apartment in Vishesh Balaji Symphony
 , ,, ,  ,,
931 ,Ready to move,0 - 1 year old,"12,889 ",1.2 Cr,"Panvel, Mumbai",3 BHK Apartment in Vishesh Balaji Symphony
816 ,Ready to move,0 - 1 year old,"13,235 ",1.08 Cr,"Panvel, Mumbai",3 BHK Apartment in Vishesh Balaji Symphony
693 ,Under Construction,Possession by Feb 2022,"19,047 ",1.32 Cr,"Thane West, Mumbai",2 BHK Apartment in Vijay Orovia Phase 1
383 ,Under Construction,Possession by Feb 2022,"19,371 ",74 L,"Thane West, Mumbai",1 BHK Apartment in Vijay Orovia Phase 1
736 ,Under Construction,Possession by Feb 2022,"19,565 ",1.44 Cr,"Thane West, Mumbai",3 BHK Apartment in Vijay Orovia Phase 1
693 ,Under Construction,Possession by Feb 2022,"19,047 ",1.32 Cr,"Thane West, Mumbai",2 BHK Apartment in Vijay Orovia Phase 1
579 ,Under Construction,Possession by Feb 2022,"20,034 ",1.16 Cr,"Thane West, Mumbai",2 BHK Apartment in Vijay Orovia Phase 1
383 ,Under Construction,Possession by Feb 2022,"19,371 ",74 L,"Thane West, Mumbai",1 BHK Apartment in Vijay Orovia Phase 1
394 ,Under Construction,Possession by Feb 2022,"20,737 ",81.5 L,"Thane West, Mumbai",1 BHK Apartment in Vijay Orovia Phase 1
579 ,Under Construction,Possession by Feb 2022,"20,034 ",1.16 Cr,"Thane West, Mumbai",2 BHK Apartment in Vijay Orovia Phase 1
394 ,Under Construction,Possession by Feb 2022,"20,737 ",81.5 L,"Thane West, Mumbai",1 BHK Apartment in Vijay Orovia Phase 1
619 ,Under Construction,Possession by Feb 2022,"20,468 ",1.26 Cr,"Thane West, Mumbai",2 BHK Apartment in Vijay Orovia Phase 1
619 ,Under Construction,Possession by Feb 2022,"20,468 ",1.26 Cr,"Thane West, Mumbai",2 BHK Apartment in Vijay Orovia Phase 1
497 ,Under Construction,Possession by Feb 2022,"19,606 ",97.25 L,"Thane West, Mumbai",2 BHK Apartment in Vijay Orovia Phase 1
497 ,Under Construction,Possession by Feb 2022,"19,606 ",97.25 L,"Thane West, Mumbai",2 BHK Apartment in Vijay Orovia Phase 1
380 ,Under Construction,Possession by Jul 2022,"8,684 ",33 L,"Taloja, Mumbai",1 BHK Apartment in Lodha Codename Golden Dream
1863 ,Under Construction,Possession by Nov 2024,"9,290 ",1.72 Cr,"Panvel, Mumbai",4 BHK Apartment in Indiabulls Park
2602 ,Under Construction,Possession by Nov 2024,"15,094 ",3.92 Cr,"Panvel, Mumbai",6 BHK Apartment in Indiabulls Park
928 ,Under Construction,Possession by Nov 2024,"9,913 ",91.99 L,"Panvel, Mumbai",2 BHK Apartment in Indiabulls Park
1070 ,Under Construction,Possession by Nov 2024,"9,719 ",1.04 Cr,"Panvel, Mumbai",3 BHK Apartment in Indiabulls Park
 , ,, ,  ,,
767 ,Under Construction,Possession by Nov 2024,"10,274 ",78.7 L,"Panvel, Mumbai",2 BHK Apartment in Indiabulls Park
557 ,Under Construction,Possession by Nov 2024,"10,771 ",59.99 L,"Panvel, Mumbai",1 BHK Apartment in Indiabulls Park
1335 ,Under Construction,Possession by Nov 2024,"9,670 ",1.29 Cr,"Panvel, Mumbai",3 BHK Apartment in Indiabulls Park
1636 ,Under Construction,Possession by Nov 2024,"9,352 ",1.53 Cr,"Panvel, Mumbai",4 BHK Apartment in Indiabulls Park
1130 ,Under Construction,Possession by Nov 2020,"9,505 ",1.07 Cr,"Panvel, Mumbai",2 BHK Apartment in Paradise Sai World City
1540 ,Under Construction,Possession by Nov 2020,"9,271 ",1.42 Cr,"Panvel, Mumbai",2 BHK Apartment in Paradise Sai World City
639 ,Under Construction,Possession by Nov 2023,"18,055 ",1.15 Cr,"Thane West, Mumbai",2 BHK Apartment in Piramal Vaikunth Cluster 2
871 ,Under Construction,Possession by Nov 2023,"17,566 ",1.52 Cr,"Thane West, Mumbai",3 BHK Apartment in Piramal Vaikunth Cluster 2
756 ,Under Construction,Possession by Jun 2024,"7,142 ",54 L,"Naigaon East, Mumbai",3 BHK Apartment in Sunteck MaxxWorld 1 Tivri Naigaon East
517 ,Under Construction,1 Bathrooms,"3,800 ",19.65 L,"Sarswati Nagar, Mumbai",1 BHK Apartment
517 ,Under Construction,1 Bathrooms,"3,800 ",19.65 L,"Sarswati Nagar, Mumbai",1 BHK Apartment
517 ,Under Construction,1 Bathrooms,"3,800 ",19.65 L,"Sarswati Nagar, Mumbai",1 BHK Apartment
375 ,Under Construction,Possession by Nov 2023,"18,933 ",71 L,"Mulund West, Mumbai",1 BHK Apartment in Shree Akshay Shree Krushna Tower
585 ,Under Construction,Possession by Nov 2023,"17,948 ",1.05 Cr,"Mulund West, Mumbai",2 BHK Apartment in Shree Akshay Shree Krushna Tower
760 ,Ready to move,2 Bathrooms,"17,105 ",1.3 Cr,"Borivali West, Mumbai",2 BHK Apartment
413 ,Under Construction,Possession by Nov 2020,"9,075 ",37.48 L,"Taloja, Mumbai",1 BHK Apartment in Kamdhenu Lifespaces Gardenia
481 ,Under Construction,Possession by Nov 2020,"9,077 ",43.66 L,"Taloja, Mumbai",1 BHK Apartment in Kamdhenu Lifespaces Gardenia
530 ,Under Construction,Possession by Nov 2020,"9,280 ",49.18 L,"Taloja, Mumbai",2 BHK Apartment in Kamdhenu Lifespaces Gardenia
484 ,Under Construction,Possession by Jun 2022,"30,434 ",1.47 Cr,"Kharghar, Mumbai",2 BHK Apartment in Bhagwati Bhagwati Greens 2
763 ,Under Construction,Possession by Jun 2022,"26,081 ",1.99 Cr,"Kharghar, Mumbai",3 BHK Apartment in Bhagwati Bhagwati Greens 2
 , ,, ,  ,,
636 ,Under Construction,Possession by Jul 2021,"9,554 ",60.76 L,"Dombivali, Mumbai",2 BHK Apartment in Regency Anantam Phase II
640 ,Under Construction,Possession by Jul 2021,"9,558 ",61.17 L,"Dombivali, Mumbai",2 BHK Apartment in Regency Anantam Phase II
431 ,Under Construction,Possession by Jul 2021,"9,535 ",41 L,"Dombivali, Mumbai",1 BHK Apartment in Regency Anantam Phase II
2350 ,Under Construction,Possession by Nov 2023,"8,750 ",2.05 Cr,"Kharghar, Mumbai",3 BHK Apartment in Paradise Sai Aaradhya
1670 ,Under Construction,Possession by Nov 2023,"8,750 ",1.46 Cr,"Kharghar, Mumbai",3 BHK Apartment in Paradise Sai Aaradhya
1850 ,Under Construction,Possession by Nov 2023,"8,750 ",1.61 Cr,"Kharghar, Mumbai",3 BHK Apartment in Paradise Sai Aaradhya
1483 ,Under Construction,Possession by Feb 2022,"12,811 ",1.9 Cr,"Panvel, Mumbai",3 BHK Apartment in Hiranandani Fortune City
392 ,Under Construction,Possession by Feb 2022,"18,877 ",73.99 L,"Panvel, Mumbai",1 BHK Apartment in Hiranandani Fortune City
526 ,Under Construction,Possession by Feb 2022,"21,673 ",1.13 Cr,"Panvel, Mumbai",1 BHK Apartment in Hiranandani Fortune City
521 ,Ready to move,1 Bathrooms,"3,798 ",19.79 L,"Neral, Mumbai",1 BHK Apartment
370 ,Ready to move,1 Bathrooms,"3,378 ",12.5 L,"Neral, Mumbai",1 BHK Apartment
521 ,Ready to move,1 Bathrooms,"3,798 ",19.79 L,"Neral, Mumbai",1 BHK Apartment
522 ,Ready to move,1 Bathrooms,"3,791 ",19.79 L,"Neral, Mumbai",1 BHK Apartment
521 ,Ready to move,1 Bathrooms,"3,798 ",19.79 L,"Neral, Mumbai",1 BHK Apartment
331 ,Ready to move,1 Bathrooms,"3,776 ",12.5 L,"Neral, Mumbai",1 RK Studio Apartment
553 ,Ready to move,1 Bathrooms,"3,779 ",20.9 L,"Neral, Mumbai",1 BHK Apartment
521 ,Ready to move,1 Bathrooms,"3,798 ",19.79 L,"Neral, Mumbai",1 BHK Apartment
521 ,Ready to move,1 Bathrooms,"3,798 ",19.79 L,"Neral, Mumbai",1 BHK Apartment
395 ,Ready to move,1 Bathrooms,"6,139 ",24.25 L,"Nalasopara West, Mumbai",1 BHK Apartment
1082 ,Ready to move,4 - 5 years old,"7,855 ",85 L,"Kalamboli, Mumbai",2 BHK Apartment in Neelsidhi Amarante
 , ,, ,  ,,
685 ,Ready to move,3 - 4 years old,"8,467 ",58 L,"Kalamboli, Mumbai",1 BHK Apartment in Mahaavir Heights
1078 ,Ready to move,6 - 7 years old,"7,142 ",77 L,"Kalamboli, Mumbai",2 BHK Apartment in Shree Shagun Shagun Residency
1775 ,Ready to move,7 - 8 years old,"7,323 ",1.3 Cr,"Kalamboli, Mumbai",3 BHK Apartment in Juhi Bhumika Residency
1175 ,Ready to move,0 - 1 year old,"7,659 ",90 L,"Kalamboli, Mumbai",2 BHK Apartment in Reputed The Spring 2
676 ,Ready to move,6 - 7 years old,"7,988 ",54 L,"Kalamboli, Mumbai",1 BHK Apartment in Shree Shagun Shagun Residency
507 ,Under Construction,Possession by Nov 2025,"5,777 ",29.28 L,"Taloja, Mumbai",1 BHK Apartment in Ashtvinayak Sarvam
438 ,Under Construction,Possession by Jun 2025,"17,123 ",75 L,"Thane West, Mumbai",1 BHK Apartment in Piramal Vaikunth Thane
467 ,Under Construction,Possession by Jun 2025,"17,773 ",82.99 L,"Thane West, Mumbai",2 BHK Apartment in Piramal Vaikunth Thane
305 ,Under Construction,Possession by Jul 2022,"9,180 ",28 L,"Taloja, Mumbai",1 BHK Apartment in Lodha Codename Golden Dream
297 ,Under Construction,Possession by Jul 2022,"9,090 ",27 L,"Taloja, Mumbai",1 BHK Apartment in Lodha Codename Golden Dream
624 ,Ready to move,0 - 1 year old,"9,294 ",58 L,"kasaradavali thane west, Mumbai",1 BHK Apartment
826 ,Ready to move,0 - 1 year old,"7,506 ",62 L,"kasaradavali thane west, Mumbai",2 BHK Apartment
590 ,Ready to move,0 - 1 year old,"9,152 ",54 L,"kasaradavali thane west, Mumbai",1 BHK Apartment
580 ,Ready to move,0 - 1 year old,"11,206 ",65 L,"kasaradavali thane west, Mumbai",1 BHK Apartment
650 ,Ready to move,0 - 1 year old,"8,461 ",55 L,"kasaradavali thane west, Mumbai",1 BHK Apartment
630 ,Ready to move,0 - 1 year old,"8,730 ",55 L,"kasaradavali thane west, Mumbai",1 BHK Apartment
650 ,Ready to move,0 - 1 year old,"11,538 ",75 L,"Dahisar West, Mumbai",1 BHK Apartment in Reputed Mallikarjun CHSL
590 ,Ready to move,5 - 6 years old,"3,898 ",23 L,"Nala Sopara, Mumbai",1 BHK Apartment in Sai Crystal Orange Heights
490 ,Under Construction,New ,"9,183 ",45 L,"Dombivali, Mumbai",1 BHK Apartment
1085 ,Ready to move,7 - 8 years old,"7,834 ",85 L,"Kalamboli, Mumbai",2 BHK Apartment
 , ,, ,  ,,
680 ,Ready to move,1 Bathrooms,"7,352 ",50 L,"Kalamboli, Mumbai",1 BHK Apartment in Platinum Silver Classic
582 ,Under Construction,Possession by Nov 2023,"4,295 ",25 L,"Nala Sopara, Mumbai",1 BHK Apartment in Dudhwala Ayan Residency Phase 1
921 ,Ready to move,0 - 1 year old,"9,771 ",90 L,"kasaradavali thane west, Mumbai",2 BHK Apartment
